-6.46747	0
-6.65999	0.192521
-6.70991	0.121849
-6.73449	0.089597
-6.74807	0.0707176
-6.76267	0.0595574
-6.76821	0.050639
-6.77559	0.0444717
-6.77814	0.0393031
-6.78515	0.0358466
-6.78771	0.0325252
-6.78694	0.0297012
-6.78994	0.0274851
-6.79161	0.0255008
-6.79123	0.023743
-6.79539	0.0225968
-6.79821	0.0214124
-6.79871	0.0201938
-6.79714	0.0191659
-6.79914	0.0182926
-6.79991	0.0174165
-6.8023	0.0167784
-6.79938	0.0162971
-6.80127	0.015718
-6.80257	0.0151318
-6.80291	0.0145421
-6.80375	0.0140187
-6.8043	0.0135199
-6.80419	0.0130458
-6.80339	0.0126284
-6.80556	0.0124054
-6.80478	0.0120371
-6.8071	0.0118954
-6.80665	0.011549
-6.80694	0.0112179
-6.80821	0.0109757
-6.80776	0.0106845
-6.80696	0.0104302
-6.8084	0.0102606
-6.80893	0.0100148
-6.80799	0.0098122
-6.80883	0.00961264
-6.80964	0.0094211
-6.8094	0.00920767
-6.80975	0.00900756
-6.81072	0.00886302
-6.81027	0.00868408
-6.80941	0.00854522
-6.81069	0.00846646
-6.81028	0.00830516
