-4.81167	0
-5.01885	0.207175
-5.05425	0.124742
-5.03671	0.0899342
-5.03275	0.0697751
-5.03637	0.0570863
-5.04762	0.049541
-5.05773	0.0440789
-5.0531	0.0391492
-5.05388	0.0350246
-5.06123	0.0325227
-5.05587	0.0301688
-5.04964	0.0284417
-5.05405	0.0266981
-5.05951	0.0254477
-5.06312	0.0240767
-5.06622	0.0228276
-5.06562	0.0215303
-5.06745	0.0204474
-5.06505	0.0195463
-5.06229	0.0187964
-5.06278	0.0179286
-5.06112	0.0172121
-5.06544	0.0170355
-5.06458	0.0163623
-5.06651	0.015838
-5.06592	0.0152517
-5.06568	0.0146987
-5.06455	0.0142277
-5.06252	0.0138945
-5.06058	0.0135784
-5.05894	0.0132495
-5.06011	0.0128948
-5.06406	0.0131193
-5.06463	0.0127515
-5.06306	0.0124913
-5.06153	0.0122443
-5.06197	0.0119257
-5.06307	0.0116676
-5.06108	0.0115442
-5.06192	0.0112904
-5.06298	0.0110688
-5.06343	0.0108177
-5.06287	0.0105835
-5.06454	0.0104786
-5.06258	0.0104342
-5.06274	0.0102111
-5.06218	0.0100122
-5.0634	0.00988181
-5.06487	0.00979368
