-3.32656	0
-3.41306	0.0865006
-3.44128	0.0573583
-3.45453	0.0426693
-3.46231	0.0339553
-3.46779	0.028261
-3.47188	0.0242319
-3.47482	0.0211901
-3.47713	0.01883
-3.47884	0.0169295
-3.48023	0.0153759
-3.48168	0.0141112
-3.48282	0.0130299
-3.48387	0.0121089
-3.48479	0.0113105
-3.48555	0.0106074
-3.48624	0.00998733
-3.48692	0.00944077
-3.48753	0.00895116
-3.4881	0.0085108
-3.48849	0.00810499
-3.48905	0.00774817
-3.48956	0.00742108
-3.48992	0.00711398
-3.49019	0.00682898
-3.49036	0.00656315
-3.49053	0.00631763
-3.49058	0.00608809
-3.49064	0.00587466
-3.49069	0.00567573
-3.49077	0.00549015
-3.49091	0.00531766
-3.49114	0.00515925
-3.49136	0.00500997
-3.4915	0.00486683
-3.49157	0.00473017
-3.49176	0.00460465
-3.4919	0.0044838
-3.49202	0.00436897
-3.49211	0.00425936
-3.49219	0.00415493
-3.49227	0.00405563
-3.49235	0.00396089
-3.49243	0.00387064
-3.49249	0.00378426
-3.49256	0.00370162
-3.49267	0.00362373
-3.4927	0.00354758
-3.49277	0.00347507
-3.4929	0.00340726
