-4.00422	0
-4.34379	0.339573
-4.43699	0.217079
-4.48856	0.161929
-4.48847	0.12543
-4.49219	0.10248
-4.53109	0.0949459
-4.55617	0.0859654
-4.55916	0.0758733
-4.56255	0.0679475
-4.56696	0.0616187
-4.56839	0.0562681
-4.56997	0.0517834
-4.57932	0.0488443
-4.58609	0.0459737
-4.58867	0.0430813
-4.59036	0.0405032
-4.59357	0.0383219
-4.58686	0.0368657
-4.58425	0.0350713
-4.57818	0.0339068
-4.57518	0.0324678
-4.57628	0.0310437
-4.58051	0.0300219
-4.58214	0.0288416
-4.58535	0.0278957
-4.58833	0.0270076
-4.59009	0.026085
-4.59391	0.0254573
-4.59533	0.024635
-4.60411	0.0253941
-4.60183	0.0246937
-4.60114	0.0239436
-4.60142	0.0232304
-4.59983	0.022613
-4.59649	0.0222279
-4.59538	0.0216477
-4.5927	0.0212395
-4.59267	0.0206877
-4.59223	0.0201687
-4.59324	0.0196964
-4.59811	0.0198281
-4.60363	0.0201356
-4.60626	0.0198473
-4.608	0.0194788
-4.60755	0.019056
-4.61009	0.0188186
-4.61339	0.0187165
-4.6122	0.0183691
-4.61307	0.0180191
-4.61062	0.0178327
-4.60677	0.0179032
-4.60716	0.0175664
-4.61072	0.0176019
-4.60953	0.0173195
-4.6119	0.0171716
-4.61433	0.0170412
-4.61211	0.0168906
-4.61047	0.0166836
-4.60844	0.0165278
-4.60638	0.0163852
-4.6058	0.0161289
-4.60278	0.0161566
-4.60111	0.0159898
-4.5994	0.0158339
-4.59776	0.0156777
-4.59851	0.0154601
-4.59736	0.0152745
-4.59772	0.0150558
-4.59697	0.0148585
-4.59478	0.0148108
-4.59506	0.0146064
-4.59361	0.0144774
-4.59197	0.0143748
-4.58944	0.0144061
-4.58982	0.0142206
-4.58861	0.0140871
-4.58881	0.0139067
-4.58898	0.0137306
-4.58802	0.0135919
-4.5892	0.0134745
-4.58713	0.0134683
-4.58709	0.0133051
-4.58556	0.0132344
-4.58521	0.0130827
-4.58388	0.0129969
-4.58147	0.0130714
-4.58146	0.012922
-4.58087	0.0127897
-4.5807	0.0126479
-4.57956	0.01256
-4.57857	0.0124622
-4.57904	0.0123365
-4.57901	0.0122046
-4.57893	0.0120757
-4.57772	0.0120101
-4.57686	0.011917
-4.57529	0.0118981
-4.57416	0.0118313
-4.5733	0.0117445
